分类,关系链编码,主称呼,所有称呼(别名)
分支关系,"{M1W},xs,d",姨表姊妹,姨表姊妹
分支关系,"{M1W},xs,d,h",姨表姊妹壻,姨表姊妹壻
分支关系,"{M1W},xs,d&o",姨表姊,姨表姊
分支关系,"{M1W},xs,d&o,h",姨表姊壻,姨表姊壻
分支关系,"{M1W},xs,d&l",姨表妹,姨表妹
分支关系,"{M1W},xs,d&l,h",姨表妹壻,姨表妹壻
分支关系,"{M1W},xs,d,s",姨表甥男,姨表甥男、甥男
分支关系,"{M1W},xs,d,s,w",姨表甥妇,姨表甥妇、甥妇
分支关系,"{M1W},xs,d,d",姨表甥女,姨表甥女、甥女
分支关系,"{M1W},xs,d,d,h",姨表甥婿,姨表甥婿、甥婿
分支关系,"{M1M},f",祖父,祖父
分支关系,"{M1M},f,xb,s&o",堂伯父,堂伯父
分支关系,"{M1M},f,xb,s&o,w",堂伯母,堂伯母
分支关系,"{M1M},f,xb,s&l",堂叔父,堂叔父
分支关系,"{M1M},f,xb,s&l,w",堂叔母,堂叔母
分支关系,"{M1M},f,xb,d",堂姑母,堂姑母
分支关系,"{M1M},f,xb,d,h",堂姑父,堂姑父
分支关系,"{M1M},f,ob",伯祖父,伯祖父
分支关系,"{M1M},f,ob,w",伯祖母,伯祖母
分支关系,"{M1M},f,lb",叔祖父,叔祖父
分支关系,"{M1M},f,lb,w",叔祖母,叔祖母
分支关系,"{M1M},f,xs",姑祖母,姑祖母
分支关系,"{M1M},f,xs,h",姑祖父,姑祖父
分支关系,"{M1M},f,xs,s&o",姑表伯父,姑表伯父
分支关系,"{M1M},f,xs,s&o,w",姑表伯母,姑表伯母
分支关系,"{M1M},f,xs,s&l",姑表叔父,姑表叔父
分支关系,"{M1M},f,xs,s&l,w",姑表叔母,姑表叔母
分支关系,"{M1M},f,xs,d",姑表姑母,姑表姑母
分支关系,"{M1M},f,xs,d,h",姑表姑父,姑表姑父
分支关系,"{M1M},m",祖母,祖母
分支关系,"{M1M},m,xb",舅祖父,舅祖父
分支关系,"{M1M},m,xb,w",舅祖母,舅祖母
分支关系,"{M1M},m,xb,s&o",舅表伯父,舅表伯父
分支关系,"{M1M},m,xb,s&o,w",舅表伯母,舅表伯母
分支关系,"{M1M},m,xb,s&l",舅表叔父,舅表叔父
分支关系,"{M1M},m,xb,s&l,w",舅表叔母,舅表叔母
分支关系,"{M1M},m,xb,d",舅表姑母,舅表姑母
分支关系,"{M1M},m,xb,d,h",舅表姑父,舅表姑父
分支关系,"{M1M},m,xs",姨祖母,姨祖母
分支关系,"{M1M},m,xs,h",姨祖父,姨祖父
分支关系,"{M1M},m,xs,s&o",姨伯父,姨伯父
分支关系,"{M1M},m,xs,s&o,w",姨伯母,姨伯母
分支关系,"{M1M},m,xs,s&l",姨叔父,姨叔父
分支关系,"{M1M},m,xs,s&l,w",姨叔母,姨叔母
分支关系,"{M1M},m,xs,d",姨姑母,姨姑母
分支关系,"{M1M},m,xs,d,h",姨姑父,姨姑父
分支关系,"{M1M},xb",叔伯父,叔伯父
分支关系,"{M1M},xb,w",叔伯母,叔伯母
分支关系,"{M1M},ob",伯父,伯父
分支关系,"{M1M},ob,w",伯母,伯母
分支关系,"{M1M},lb",叔父,叔父
分支关系,"{M1M},lb,w",叔母,叔母
分支关系,"{M1M},xb,[s|d]",叔表兄弟姊妹,叔表兄弟姊妹
分支关系,"{M1M},xb,s",叔表兄弟,叔表兄弟
分支关系,"{M1M},xb,s,w",叔表兄弟妇,叔表兄弟妇
分支关系,"{M1M},xb,s&o",叔表兄,叔表兄
分支关系,"{M1M},xb,s&o,w",叔表兄妇,叔表兄妇
分支关系,"{M1M},xb,s&l",叔表弟,叔表弟
分支关系,"{M1M},xb,s&l,w",叔表弟妇,叔表弟妇
分支关系,"{M1M},xb,s,s",叔表侄男,叔表侄男、侄男
分支关系,"{M1M},xb,s,s,w",叔表侄妇,叔表侄妇、侄妇
分支关系,"{M1M},xb,s,d",叔表侄女,叔表侄女、侄女
分支关系,"{M1M},xb,s,d,h",叔表侄婿,叔表侄婿、侄婿
分支关系,"{M1M},xb,d",叔表姊妹,叔表姊妹
分支关系,"{M1M},xb,d,h",叔表姊妹壻,叔表姊妹壻
分支关系,"{M1M},xb,d&o",叔表姊,叔表姊
分支关系,"{M1M},xb,d&o,h",叔表姊壻,叔表姊壻
分支关系,"{M1M},xb,d&l",叔表妹,叔表妹
分支关系,"{M1M},xb,d&l,h",叔表妹壻,叔表妹壻
分支关系,"{M1M},xb,d,s",叔表甥男,叔表甥男、甥男
分支关系,"{M1M},xb,d,s,w",叔表甥妇,叔表甥妇、甥妇
分支关系,"{M1M},xb,d,d",叔表甥女,叔表甥女、甥女
分支关系,"{M1M},xb,d,d,h",叔表甥婿,叔表甥婿、甥婿
分支关系,"{M1M},xs",姑母,姑母、姑妈
分支关系,"{M1M},xs,h",姑父,姑父、姑丈、姑夫
分支关系,"{M1M},xs,[s|d]",姑表兄弟姊妹,姑表兄弟姊妹
分支关系,"{M1M},xs,s",姑表兄弟,姑表兄弟
分支关系,"{M1M},xs,s,w",姑表兄弟妇,姑表兄弟妇
分支关系,"{M1M},xs,s&o",姑表兄,姑表兄
分支关系,"{M1M},xs,s&o,w",姑表兄妇,姑表兄妇
分支关系,"{M1M},xs,s&l",姑表弟,姑表弟
分支关系,"{M1M},xs,s&l,w",姑表弟妇,姑表弟妇
分支关系,"{M1M},xs,s,s",姑表侄男,姑表侄男、侄男
分支关系,"{M1M},xs,s,s,w",姑表侄妇,姑表侄妇、侄妇
分支关系,"{M1M},xs,s,d",姑表侄女,姑表侄女、侄女
分支关系,"{M1M},xs,s,d,h",姑表侄婿,姑表侄婿、侄婿
分支关系,"{M1M},xs,d",姑表姊妹,姑表姊妹
分支关系,"{M1M},xs,d,h",姑表姊妹壻,姑表姊妹壻
分支关系,"{M1M},xs,d&o",姑表姊,姑表姊
分支关系,"{M1M},xs,d&o,h",姑表姊壻,姑表姊壻
分支关系,"{M1M},xs,d&l",姑表妹,姑表妹
分支关系,"{M1M},xs,d&l,h",姑表妹壻,姑表妹壻
分支关系,"{M1M},xs,d,s",姑表甥男,姑表甥男、甥男
分支关系,"{M1M},xs,d,s,w",姑表甥妇,姑表甥妇、甥妇
分支关系,"{M1M},xs,d,d",姑表甥女,姑表甥女、甥女
分支关系,"{M1M},xs,d,d,h",姑表甥婿,姑表甥婿、甥婿
分支关系,"{M0},f",父,父
分支关系,"{M0},f,f",祖父,祖父
分支关系,"{M0},f,f,ob",伯祖父,伯祖父
分支关系,"{M0},f,f,ob,w",伯祖母,伯祖母
分支关系,"{M0},f,f,lb",叔祖父,叔祖父
分支关系,"{M0},f,f,lb,w",叔祖母,叔祖母
分支关系,"{M0},f,f,xs",姑祖母,姑祖母
分支关系,"{M0},f,f,xs,h",姑祖父,姑祖父
分支关系,"{M0},f,m",祖母,祖母
分支关系,"{M0},f,m,xb",舅祖父,舅祖父
分支关系,"{M0},f,m,xb,w",舅祖母,舅祖母
分支关系,"{M0},f,m,xs",姨祖母,姨祖母
分支关系,"{M0},f,m,xs,h",姨祖父,姨祖父
分支关系,"{M0},f,ob",伯父,伯父
分支关系,"{M0},f,ob,w",伯母,伯母
分支关系,"{M0},f,lb",叔父,叔父
分支关系,"{M0},f,lb,w",叔母,叔母
分支关系,"{M0},f,xb,[s|d]",叔表兄弟姊妹,叔表兄弟姊妹、叔表姊妹兄弟
分支关系,"{M0},f,xb,s",叔表兄弟,叔表兄弟
分支关系,"{M0},f,xb,s,w",叔表兄弟妇,叔表兄弟妇
分支关系,"{M0},f,xb,s&o",叔表兄,叔表兄
分支关系,"{M0},f,xb,s&o,w",叔表兄妇,叔表兄妇
分支关系,"{M0},f,xb,s&l",叔表弟,叔表弟
分支关系,"{M0},f,xb,s&l,w",叔表弟妇,叔表弟妇
分支关系,"{M0},f,xb,d",叔表姊妹,叔表姊妹
分支关系,"{M0},f,xb,d,h",叔表姊妹壻,叔表姊妹壻
分支关系,"{M0},f,xb,d&o",叔表姊,叔表姊
分支关系,"{M0},f,xb,d&o,h",叔表姊壻,叔表姊壻
分支关系,"{M0},f,xb,d&l",叔表妹,叔表妹
分支关系,"{M0},f,xb,d&l,h",叔表妹壻,叔表妹壻
分支关系,"{M0},f,xs",姑母,姑母、姑妈
分支关系,"{M0},f,xs,h",姑父,姑父、姑丈、姑夫
分支关系,"{M0},f,xs,[s|d]",姑表兄弟姊妹,姑表兄弟姊妹、姑表姊妹兄弟
分支关系,"{M0},f,xs,s",姑表兄弟,姑表兄弟
分支关系,"{M0},f,xs,s,w",姑表兄弟妇,姑表兄弟妇
分支关系,"{M0},f,xs,s&o",姑表兄,姑表兄
分支关系,"{M0},f,xs,s&o,w",姑表兄妇,姑表兄妇
分支关系,"{M0},f,xs,s&l",姑表弟,姑表弟
分支关系,"{M0},f,xs,s&l,w",姑表弟妇,姑表弟妇
分支关系,"{M0},f,xs,d",姑表姊妹,姑表姊妹
分支关系,"{M0},f,xs,d,h",姑表姊妹壻,姑表姊妹壻
分支关系,"{M0},f,xs,d&o",姑表姊,姑表姊
分支关系,"{M0},f,xs,d&o,h",姑表姊壻,姑表姊壻
分支关系,"{M0},f,xs,d&l",姑表妹,姑表妹
分支关系,"{M0},f,xs,d&l,h",姑表妹壻,姑表妹壻
分支关系,"{M0},m",母,母
分支关系,"{M0},m,f",外祖父,外祖父
分支关系,"{M0},m,f,ob",伯外祖父,伯外祖父
分支关系,"{M0},m,f,ob,w",伯外祖母,伯外祖母
分支关系,"{M0},m,f,lb",叔外祖父,叔外祖父
分支关系,"{M0},m,f,lb,w",叔外祖母,叔外祖母
分支关系,"{M0},m,f,xs",姑外祖母,姑外祖母
分支关系,"{M0},m,f,xs,h",姑外祖父,姑外祖父
分支关系,"{M0},m,m",外祖母,外祖母
分支关系,"{M0},m,m,xb",舅外祖父,舅外祖父
分支关系,"{M0},m,m,xb,w",舅外祖母,舅外祖母
分支关系,"{M0},m,m,xs",姨外祖母,姨外祖母
分支关系,"{M0},m,m,xs,h",姨外祖父,姨外祖父
分支关系,"{M0},m,xb",舅父,舅父
分支关系,"{M0},m,xb,w",舅母,舅母
分支关系,"{M0},m,xb,[s|d]",舅表兄弟姊妹,舅表兄弟姊妹、舅表姊妹兄弟
分支关系,"{M0},m,xb,s",舅表兄弟,舅表兄弟
分支关系,"{M0},m,xb,s,w",舅表兄弟妇,舅表兄弟妇
分支关系,"{M0},m,xb,s&o",舅表兄,舅表兄
分支关系,"{M0},m,xb,s&o,w",舅表兄妇,舅表兄妇
分支关系,"{M0},m,xb,s&l",舅表弟,舅表弟
分支关系,"{M0},m,xb,s&l,w",舅表弟妇,舅表弟妇
分支关系,"{M0},m,xb,d",舅表姊妹,舅表姊妹
分支关系,"{M0},m,xb,d,h",舅表姊妹壻,舅表姊妹壻
分支关系,"{M0},m,xb,d&o",舅表姊,舅表姊
分支关系,"{M0},m,xb,d&o,h",舅表姊壻,舅表姊壻
分支关系,"{M0},m,xb,d&l",舅表妹,舅表妹
分支关系,"{M0},m,xb,d&l,h",舅表妹壻,舅表妹壻
分支关系,"{M0},m,xs",姨母,姨母、姨妈
分支关系,"{M0},m,xs,h",姨父,姨父、姨丈、姨夫
分支关系,"{M0},m,xs,[s|d]",姨兄弟姊妹,姨兄弟姊妹、姨姊妹兄弟
分支关系,"{M0},m,xs,s",姨兄弟,姨兄弟
分支关系,"{M0},m,xs,s,w",姨兄弟妇,姨兄弟妇
分支关系,"{M0},m,xs,s&o",姨兄,姨兄
分支关系,"{M0},m,xs,s&o,w",姨兄妇,姨兄妇
分支关系,"{M0},m,xs,s&l",姨弟,姨弟
分支关系,"{M0},m,xs,s&l,w",姨弟妇,姨弟妇
分支关系,"{M0},m,xs,d",姨姊妹,姨姊妹
分支关系,"{M0},m,xs,d,h",姨姊妹壻,姨姊妹壻
分支关系,"{M0},m,xs,d&o",姨姊,姨姊
分支关系,"{M0},m,xs,d&o,h",姨姊壻,姨姊壻
分支关系,"{M0},m,xs,d&l",姨妹,姨妹
分支关系,"{M0},m,xs,d&l,h",姨妹壻,姨妹壻
分支关系,"{M0},xb",兄弟,兄弟
分支关系,"{M0},xb,w",兄弟妇,兄弟妇
分支关系,"{M0},xb&o",兄,兄
分支关系,"{M0},xb&o,w",兄妇,兄妇、兄嫂、嫂子
分支关系,"{M0},xb&l",弟,弟
分支关系,"{M0},xb&l,w",弟妇,弟妇、弟妹
分支关系,"{M0},xb,s",侄男,侄男、侄子、侄儿
分支关系,"{M0},xb,s,w",侄妇,侄妇
分支关系,"{M0},xb,d",侄女,侄女
分支关系,"{M0},xb,d,h",侄婿,侄婿
分支关系,"{M0},xs",姊妹,姊妹
分支关系,"{M0},xs,h",姊妹壻,姊妹壻
分支关系,"{M0},xs&o",姊,姊
分支关系,"{M0},xs&o,h",姊壻,姊壻、姐夫
分支关系,"{M0},xs&l",妹,妹
分支关系,"{M0},xs&l,h",妹壻,妹壻、妹夫
分支关系,"{M0},xs,s",甥男,甥男
分支关系,"{M0},xs,s,w",甥妇,甥妇
分支关系,"{M0},xs,d",甥女,甥女
分支关系,"{M0},xs,d,h",甥婿,甥婿
分支关系,"{M-1},f",兄弟,兄弟
分支关系,"{M-1},f&o",兄,兄
分支关系,"{M-1},f&l",弟,弟
分支关系,"{M-1},f,f",父,父
分支关系,"{M-1},f,f,f",祖父,祖父
分支关系,"{M-1},f,f,m",祖母,祖母
分支关系,"{M-1},f,f,ob",伯父,伯父
分支关系,"{M-1},f,f,ob,w",伯母,伯母
分支关系,"{M-1},f,f,lb",叔父,叔父
分支关系,"{M-1},f,f,lb,w",叔母,叔母
分支关系,"{M-1},f,m",母,母
分支关系,"{M-1},f,m,f",外祖父,外祖父
分支关系,"{M-1},f,m,m",外祖母,外祖母
分支关系,"{M-1},f,xb",叔兄弟,叔兄弟
分支关系,"{M-1},f,xb,w",叔兄弟妇,叔兄弟妇
分支关系,"{M-1},f,ob",叔兄,叔兄
分支关系,"{M-1},f,ob,w",叔兄妇,叔兄妇
分支关系,"{M-1},f,lb",叔弟,叔弟
分支关系,"{M-1},f,lb,w",叔弟妇,叔弟妇
分支关系,"{M-1},f,xb,s",叔男,叔男
分支关系,"{M-1},f,xb,d",叔女,叔女
分支关系,"{M-1},f,xs",姑姊妹,姑姊妹
分支关系,"{M-1},f,xs,h",姑姊妹壻,姑姊妹壻
分支关系,"{M-1},f,os",姑姊,姑姊
分支关系,"{M-1},f,os,h",姑姊壻,姑姊壻
分支关系,"{M-1},f,ls",姑妹,姑妹
分支关系,"{M-1},f,ls,h",姑妹壻,姑妹壻
分支关系,"{M-1},f,xs,s",姑男,姑男
分支关系,"{M-1},f,xs,d",姑女,姑女
分支关系,"{M-1},m",姊妹,姊妹
分支关系,"{M-1},m&o",姊,姊
分支关系,"{M-1},m&l",妹,妹
分支关系,"{M-1},m,f",父,父
分支关系,"{M-1},m,f,f",祖父,祖父
分支关系,"{M-1},m,f,m",祖母,祖母
分支关系,"{M-1},m,m",母,母
分支关系,"{M-1},m,m,f",外祖父,外祖父
分支关系,"{M-1},m,m,m",外祖母,外祖母
分支关系,"{M-1},m,xb",舅兄弟,舅兄弟
分支关系,"{M-1},m,xb,w",舅兄弟妇,舅兄弟妇
分支关系,"{M-1},m,ob",舅兄,舅兄
分支关系,"{M-1},m,ob,w",舅兄妇,舅兄妇
分支关系,"{M-1},m,lb",舅弟,舅弟
分支关系,"{M-1},m,lb,w",舅弟妇,舅弟妇
分支关系,"{M-1},m,xb,s",舅男,舅男
分支关系,"{M-1},m,xb,d",舅女,舅女
分支关系,"{M-1},m,xs",姨姊妹,姨姊妹
分支关系,"{M-1},m,xs,h",姨姊妹壻,姨姊妹壻
分支关系,"{M-1},m,os",姨姊,姨姊
分支关系,"{M-1},m,os,h",姨姊壻,姨姊壻
分支关系,"{M-1},m,ls",姨妹,姨妹
分支关系,"{M-1},m,ls,h",姨妹壻,姨妹壻
分支关系,"{M-1},m,xs,s",姨男,姨男
分支关系,"{M-1},m,xs,d",姨女,姨女
分支关系,"{M-1},xb",男,男
分支关系,"{M-1},xb,w",妇,妇
分支关系,"{M-1},xb,s",孙男,孙男
分支关系,"{M-1},xb,s,w",孙妇,孙妇
分支关系,"{M-1},xb,d",孙女,孙女
分支关系,"{M-1},xb,d,h",孙婿,孙婿
分支关系,"{M-1},xs",女,女
分支关系,"{M-1},xs,h",婿,婿
分支关系,"{M-1},xs,s",外孙男,外孙男
分支关系,"{M-1},xs,s,w",外孙妇,外孙妇
分支关系,"{M-1},xs,d",外孙女,外孙女
分支关系,"{M-1},xs,d,h",外孙婿,外孙婿
分支关系,"{M-2},f",男,男
分支关系,"{M-2},m",女,女
分支关系,"{M-2},[f|m],f&o",兄,兄
分支关系,"{M-2},[f|m],f&l",弟,弟
分支关系,"{M-2},[f|m],m&o",姊,姊
分支关系,"{M-2},[f|m],m&l",妹,妹
分支关系,"{M-2},xb",孙男,孙男
分支关系,"{M-2},xb,w",孙妇,孙妇
分支关系,"{M-2},xs",孙女,孙女
分支关系,"{M-2},xs,h",孙婿,孙婿
分支前缀,"f,f,xb",从祖,从祖
分支前缀,"m,f,xb",外从祖,外从祖
分支前缀,"f,xb",堂,堂、同堂、亲堂、从父、叔伯、堂房、从
分支前缀,"f,xs",姑表,姑表、姑家
分支前缀,"m,xb",舅表,舅表、舅家
分支前缀,"m,xs",姨,姨、从母、两姨、姨表、从
分支前缀,"f,f,xb,s",从堂,从堂、再从父、远堂、堂叔伯、叔伯叔伯、再从
分支前缀,"f,f,xb,d",堂姑表,堂姑表、从父姑表
分支前缀,"f,f,xs,s",姑表叔表,姑表叔表
分支前缀,"f,f,xs,d",姑表姑表,姑表姑表
分支前缀,"f,m,xb,s",舅表叔表,舅表叔表
分支前缀,"f,m,xb,d",舅表姑表,舅表姑表
分支前缀,"f,m,xs,s",从母叔表,从母叔表
分支前缀,"f,m,xs,d",从母姑表,从母姑表
分支前缀,"m,f,xb,s",堂舅表,堂舅表、从父舅表
分支前缀,"m,f,xb,d",堂姨表,堂姨表、从父姨表
分支前缀,"m,f,xs,s",姑表舅表,姑表舅表
分支前缀,"m,f,xs,d",姑表姨表,姑表姨表
分支前缀,"m,m,xb,s",舅表舅表,舅表舅表
分支前缀,"m,m,xb,d",舅表姨表,舅表姨表
分支前缀,"m,m,xs,s",从母舅表,从母舅表
分支前缀,"m,m,xs,d",再从母,再从母、姨姨、再从
分支前缀,"f,f,f,xb,s,s",三从父,三从父、再从堂、远堂、族、三从
分支前缀,"m,m,m,xs,d,d",三从母,三从母、三从
分支前缀,"f,f,f,f,xb,s,s,s",四从父,四从父、三从堂、远堂、族、四从
分支前缀,"m,m,m,m,xs,d,d,d",四从母,四从母、四从
分支前缀,"[f|m],[f|m],[f|m],[f,xs|m,xb],[s|d],[s|d],[s|d]",重表,重表
分支前缀,"[f|m],[f|m],[f,xs|m,xb],[s|d],[s|d]",重表,重表
分支前缀,"f,ob",伯,伯
分支前缀,"f,lb",叔,叔、仲、季
分支前缀,"m,xb",舅,舅
分支前缀,"f,f,xb,s",堂,堂、从父、叔伯、从
分支前缀,"f,f,xb,s&o",堂伯,堂伯、从父伯、叔伯伯、从伯
分支前缀,"f,f,xb,s&l",堂叔,堂叔、从父叔、叔伯叔、从叔
分支前缀,"f,f,f,xb,s,s",从堂,从堂
分支前缀,"f,f,f,xb,s,s&o",从堂伯,从堂伯
分支前缀,"f,f,f,xb,s,s&l",从堂叔,从堂叔
分支前缀,"f,f,f,f,xb,s,s,s",族,族
分支前缀,"f,f,xs,s&o",姑表伯,姑表伯
分支前缀,"f,f,xs,s&l",姑表叔,姑表叔
分支前缀,"f,m,xb,s&o",舅表伯,舅表伯
分支前缀,"f,m,xb,s&l",舅表叔,舅表叔
分支前缀,"f,m,xs,s&o",姨伯,姨伯、从母伯、从伯
分支前缀,"f,m,xs,s&l",姨叔,姨叔、从母叔、从叔
分支前缀,"m,f,xb,s",堂舅,堂舅、从父舅、叔伯舅
分支前缀,"m,f,xs,s",姑表舅,姑表舅
分支前缀,"m,m,xb,s",舅表舅,舅表舅
分支前缀,"m,m,xs,s",姨舅,姨舅、从母舅
分支前缀,"f,[f|m],[f|m],[f,xs|m,xb],[s|d],[s|d],s&o",重表伯,重表伯
分支前缀,"f,[f|m],[f|m],[f,xs|m,xb],[s|d],[s|d],s&l",重表叔,重表叔
分支前缀,"f,[f|m],[f,xs|m,xb],[s|d],s&o",重表伯,重表伯
分支前缀,"f,[f|m],[f,xs|m,xb],[s|d],s&l",重表叔,重表叔
分支前缀,"m,[f|m],[f|m],[f,xs|m,xb],[s|d],[s|d],s",重表舅,重表舅
分支前缀,"m,[f|m],[f,xs|m,xb],[s|d],s",重表舅,重表舅
分支前缀,"f,xs",姑,姑
分支前缀,"m,xs",姨,姨、姏、茙、荻
分支前缀,"f,f,xb,d",堂姑,堂姑、从父姑
分支前缀,"f,f,f,xb,s,d",从堂姑,从堂姑
分支前缀,"f,f,xs,d",姑表姑,姑表姑
分支前缀,"f,m,xb,d",舅表姑,舅表姑
分支前缀,"f,m,xs,d",姨姑,姨姑、从母姑
分支前缀,"m,f,xb,d",堂姨,堂姨、从父姨、叔伯姨
分支前缀,"m,f,xs,d",姑表姨,姑表姨
分支前缀,"m,m,xb,d",舅表姨,舅表姨
分支前缀,"m,m,xs,d",姨姨,姨姨、从母姨
分支前缀,"f,[f|m],[f|m],[f,xs|m,xb],[s|d],[s|d],d",重表姑,重表姑
分支前缀,"f,[f|m],[f,xs|m,xb],[s|d],d",重表姑,重表姑
分支前缀,"m,[f|m],[f|m],[f,xs|m,xb],[s|d],[s|d],d",重表姨,重表姨
分支前缀,"m,[f|m],[f,xs|m,xb],[s|d],d",重表姨,重表姨
分支前缀,xb,侄,侄
分支前缀,"1,xb",从,从
分支前缀,"1,f,xb,s",再从,再从
分支前缀,"1,f,f,xb,s,s",三从,三从
分支前缀,"h,xb",叔侄,叔侄、叔伯
分支前缀,"w,xb",舅侄,舅侄
分支前缀,xs,甥,甥、外甥
分支前缀,"0,xs",从,从
分支前缀,"0,m,xs,d",再从,再从
分支前缀,"0,m,m,xs,d,d",三从,三从
分支前缀,"h,xs",姑甥,姑甥
分支前缀,"w,xs",姨甥,姨甥、襟侄
分支前缀,"f,f,xb,w",叔祖眷,叔祖眷
分支前缀,"m,f,xb,w",叔外祖眷,叔外祖眷
分支前缀,"f,m,xb,w",舅祖眷,舅祖眷
分支前缀,"m,m,xb,w",舅外祖眷,舅外祖眷
分支前缀,"f,f,xs,h",姑祖姻,姑祖姻
分支前缀,"m,f,xs,h",姑外祖姻,姑外祖姻
分支前缀,"f,m,xs,h",姨祖姻,姨祖姻
分支前缀,"m,m,xs,h",姨外祖姻,姨外祖姻
分支前缀,"f,xb,w",叔眷,叔眷
分支前缀,"f,f,xb,s,w",从父叔眷,从父叔眷
分支前缀,"f,f,xs,s,w",姑表叔眷,姑表叔眷
分支前缀,"f,m,xb,s,w",舅表叔眷,舅表叔眷
分支前缀,"f,m,xs,s,w",从母叔眷,从母叔眷
分支前缀,"m,xb,w",舅眷,舅眷
分支前缀,"m,f,xb,s,w",从父舅眷,从父舅眷
分支前缀,"m,f,xs,s,w",姑表舅眷,姑表舅眷
分支前缀,"m,m,xb,s,w",舅表舅眷,舅表舅眷
分支前缀,"m,m,xs,s,w",从母舅眷,从母舅眷
分支前缀,"f,xs,h",姑姻,姑姻
分支前缀,"f,f,xb,d,h",从父姑姻,从父姑姻
分支前缀,"f,f,xs,d,h",姑表姑姻,姑表姑姻
分支前缀,"f,m,xb,d,h",舅表姑姻,舅表姑姻
分支前缀,"f,m,xs,d,h",从母姑姻,从母姑姻
分支前缀,"m,xs,h",姨姻,姨姻
分支前缀,"m,f,xb,d,h",从父姨姻,从父姨姻
分支前缀,"m,f,xs,d,h",姑表姨姻,姑表姨姻
分支前缀,"m,m,xb,d,h",舅表姨姻,舅表姨姻
分支前缀,"m,m,xs,d,h",从母姨姻,从母姨姻
分支前缀,"xb,w",兄弟眷,兄弟眷
分支前缀,"xs,h",姊妹姻,姊妹姻
分支前缀,"w,xb,w",舅兄弟眷,舅兄弟眷、内兄弟眷
分支前缀,"w,xs,h",姨姊妹姻,姨姊妹姻、内姊妹姻
分支前缀,"h,xb,w",叔兄弟眷,叔兄弟眷、外兄弟眷
分支前缀,"h,xs,h",姑姊妹姻,姑姊妹姻、外姊妹姻
分支前缀,"f,xb,s,w",从父兄弟眷,从父兄弟眷
分支前缀,"f,xb,d,h",从父姊妹姻,从父姊妹姻
分支前缀,"f,xs,s,w",姑表兄弟眷,姑表兄弟眷
分支前缀,"f,xs,d,h",姑表姊妹姻,姑表姊妹姻
分支前缀,"m,xb,s,w",舅表兄弟眷,舅表兄弟眷
分支前缀,"m,xb,d,h",舅表姊妹姻,舅表姊妹姻
分支前缀,"m,xs,s,w",从母兄弟眷,从母兄弟眷
分支前缀,"m,xs,d,h",从母姊妹姻,从母姊妹姻
分支前缀,"s,w",男眷,男眷、息眷
分支前缀,"d,h",女姻,女姻、息姻
分支前缀,"xb,s,w",侄眷,侄眷
分支前缀,"xb,d,h",侄姻,侄姻
分支前缀,"xs,s,w",甥眷,甥眷
分支前缀,"xs,d,h",甥姻,甥姻
分支前缀,"h,xb,s,w",叔侄眷,叔侄眷
分支前缀,"h,xb,d,h",叔侄姻,叔侄姻
分支前缀,"h,xs,s,w",姑甥眷,姑甥眷
分支前缀,"h,xs,d,h",姑甥姻,姑甥姻
分支前缀,"w,xb,s,w",舅侄眷,舅侄眷
分支前缀,"w,xb,d,h",舅侄姻,舅侄姻
分支前缀,"w,xs,s,w",姨甥眷,姨甥眷
分支前缀,"w,xs,d,h",姨甥姻,姨甥姻
分支前缀,"f,xb,s,s,w",堂侄眷,堂侄眷
分支前缀,"f,xb,s,d,h",堂侄姻,堂侄姻
分支前缀,"f,xb,d,s,w",堂甥眷,堂甥眷
分支前缀,"f,xb,d,d,h",堂甥姻,堂甥姻
分支前缀,"f,xs,s,s,w",姑表侄眷,姑表侄眷
分支前缀,"f,xs,s,d,h",姑表侄姻,姑表侄姻
分支前缀,"f,xs,d,s,w",姑表甥眷,姑表甥眷
分支前缀,"f,xs,d,d,h",姑表甥姻,姑表甥姻
分支前缀,"m,xb,s,s,w",舅表侄眷,舅表侄眷
分支前缀,"m,xb,s,d,h",舅表侄姻,舅表侄姻
分支前缀,"m,xb,d,s,w",舅表甥眷,舅表甥眷
分支前缀,"m,xb,d,d,h",舅表甥姻,舅表甥姻
分支前缀,"m,xs,s,s,w",姨侄眷,姨侄眷
分支前缀,"m,xs,s,d,h",姨侄姻,姨侄姻
分支前缀,"m,xs,d,s,w",姨甥眷,姨甥眷
分支前缀,"m,xs,d,d,h",姨甥姻,姨甥姻
分支前缀,"s,s,w",孙眷,孙眷
分支前缀,"s,d,h",孙姻,孙姻
分支前缀,"d,s,w",外孙眷,外孙眷
分支前缀,"d,d,h",外孙姻,外孙姻
分支前缀,"xb,s,s,w",侄孙眷,侄孙眷
分支前缀,"xb,s,d,h",侄孙姻,侄孙姻
分支前缀,"xb,d,s,w",侄外孙眷,侄外孙眷
分支前缀,"xb,d,d,h",侄外孙姻,侄外孙姻
分支前缀,"xs,s,s,w",甥孙眷,甥孙眷
分支前缀,"xs,s,d,h",甥孙姻,甥孙姻
分支前缀,"xs,d,s,w",甥外孙眷,甥外孙眷
分支前缀,"xs,d,d,h",甥外孙姻,甥外孙姻
分支前缀,"h,xb,s,s,w",叔侄孙眷,叔侄孙眷、叔伯孙眷、叔孙眷
分支前缀,"h,xb,s,d,h",叔侄孙姻,叔侄孙姻、叔伯孙姻、叔孙姻
